seqname,source,feature,start,end,score,strand,frame,attribute,gene_id,gene_name,gene_biotype,start_norm,end_norm,length
22,ensembl,gene,10736171,10736283,.,-,.,"gene_id ""ENSG00000277248""; gene_version ""1""; gene_name ""U2""; gene_source ""ensembl""; gene_biotype ""snRNA"";",ENSG00000277248,U2,snRNA,0.0,0.0,112
22,havana,gene,22185941,22186619,.,+,.,"gene_id ""ENSG00000236323""; gene_version ""1""; gene_name ""BMP6P1""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000236323,BMP6P1,processed_pseudogene,0.2860202246590358,0.2857937993101515,678
22,ensembl_havana,gene,22195799,22196276,.,+,.,"gene_id ""ENSG00000211640""; gene_version ""4""; gene_name ""IGLV6-57""; gene_source ""ensembl_havana""; gene_biotype ""IG_V_gene"";",ENSG00000211640,IGLV6-57,IG_V_gene,0.2862664817781473,0.28603483247458766,477
22,havana,gene,22198560,22199011,.,+,.,"gene_id ""ENSG00000253126""; gene_version ""1""; gene_name ""IGLVI-56""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000253126,IGLVI-56,IG_V_pseudogene,0.28633545275662836,0.2861030965011729,451
22,havana,gene,22201663,22202161,.,+,.,"gene_id ""ENSG00000211641""; gene_version ""3""; gene_name ""IGLV11-55""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211641,IGLV11-55,IG_V_gene,0.2864129670435631,0.2861817186890132,498
22,havana,gene,22219647,22220133,.,+,.,"gene_id ""ENSG00000253935""; gene_version ""1""; gene_name ""IGLVIV-53""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000253935,IGLVIV-53,IG_V_pseudogene,0.2868622151699681,0.2866302894699232,486
22,havana,gene,22223187,22224566,.,-,.,"gene_id ""ENSG00000228050""; gene_version ""1""; gene_name ""TOP3BP1""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000228050,TOP3BP1,processed_pseudogene,0.28695064590659364,0.28674093459966804,1379
22,havana,gene,22228719,22230469,.,-,.,"gene_id ""ENSG00000234726""; gene_version ""1""; gene_name ""AC245060.3""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000234726,AC245060.3,processed_pseudogene,0.2870888376678966,0.28688827008373835,1750
22,ensembl_havana,gene,22244675,22245515,.,+,.,"gene_id ""ENSG00000169575""; gene_version ""4""; gene_name ""VPREB1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000169575,VPREB1,protein_coding,0.28748742547399747,0.28726380958794334,840
22,havana,gene,22264601,22273020,.,+,.,"gene_id ""ENSG00000279278""; gene_version ""1""; gene_name ""AC245060.6""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000279278,AC245060.6,lincRNA,0.28798518560337616,0.28795031856462544,8419
22,havana,gene,22283928,22287220,.,-,.,"gene_id ""ENSG00000274422""; gene_version ""1""; gene_name ""AC245060.5""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000274422,AC245060.5,lincRNA,0.2884679824527439,0.2883047423955247,3292
22,havana,gene,22293733,22294794,.,+,.,"gene_id ""ENSG00000234630""; gene_version ""1""; gene_name ""AC245060.2""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000234630,AC245060.2,lincRNA,0.2887129156088494,0.2884937850782875,1061
22,havana,gene,22303224,22310401,.,+,.,"gene_id ""ENSG00000272779""; gene_version ""1""; gene_name ""AC245060.4""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000272779,AC245060.4,unprocessed_pseudogene,0.2889500049086553,0.2888833268197555,7177
22,havana,gene,22318727,22319226,.,+,.,"gene_id ""ENSG00000211643""; gene_version ""2""; gene_name ""IGLV5-52""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211643,IGLV5-52,IG_V_gene,0.2893372765781202,0.28910359374283195,499
22,ensembl_havana,gene,22322472,22322969,.,+,.,"gene_id ""ENSG00000211644""; gene_version ""3""; gene_name ""IGLV1-51""; gene_source ""ensembl_havana""; gene_biotype ""IG_V_gene"";",ENSG00000211644,IGLV1-51,IG_V_gene,0.2894308283037311,0.28919701686952604,497
22,havana,gene,22327300,22327814,.,+,.,"gene_id ""ENSG00000211645""; gene_version ""2""; gene_name ""IGLV1-50""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211645,IGLV1-50,IG_V_gene,0.28955143383944526,0.2893179452822519,514
22,havana,gene,22339573,22341214,.,+,.,"gene_id ""ENSG00000225724""; gene_version ""1""; gene_name ""ASH2LP3""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000225724,ASH2LP3,unprocessed_pseudogene,0.28985801870684785,0.28965240157338223,1641
22,havana,gene,22343187,22343732,.,+,.,"gene_id ""ENSG00000223350""; gene_version ""2""; gene_name ""IGLV9-49""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000223350,IGLV9-49,IG_V_gene,0.28994829799559496,0.2897152494048051,545
22,havana,gene,22347807,22348164,.,+,.,"gene_id ""ENSG00000232515""; gene_version ""1""; gene_name ""AC245060.1""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000232515,AC245060.1,unprocessed_pseudogene,0.2900637076010215,0.2898258695751252,357
22,havana,gene,22352940,22353433,.,+,.,"gene_id ""ENSG00000211647""; gene_version ""1""; gene_name ""IGLV5-48""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211647,IGLV5-48,IG_V_gene,0.29019193216912853,0.28995738078392863,493
22,havana,gene,22357739,22358260,.,+,.,"gene_id ""ENSG00000211648""; gene_version ""2""; gene_name ""IGLV1-47""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211648,IGLV1-47,IG_V_gene,0.2903118132722545,0.29007785992700963,521
22,havana,gene,22366210,22367770,.,+,.,"gene_id ""ENSG00000237428""; gene_version ""1""; gene_name ""ASH2LP2""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000237428,ASH2LP2,processed_pseudogene,0.2905234225293039,0.29031522405601334,1560
22,havana,gene,22369614,22370087,.,+,.,"gene_id ""ENSG00000211649""; gene_version ""3""; gene_name ""IGLV7-46""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211649,IGLV7-46,IG_V_gene,0.29060845592689527,0.29037305504306926,473
22,havana,gene,22370829,22371120,.,+,.,"gene_id ""ENSG00000232603""; gene_version ""1""; gene_name ""AC245291.3""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000232603,AC245291.3,unprocessed_pseudogene,0.2906388071542964,0.2903988381287959,291
22,havana,gene,22375986,22376505,.,+,.,"gene_id ""ENSG00000211650""; gene_version ""2""; gene_name ""IGLV5-45""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211650,IGLV5-45,IG_V_gene,0.29076763125282123,0.29053324463086583,519
22,havana,gene,22380766,22381347,.,+,.,"gene_id ""ENSG00000211651""; gene_version ""3""; gene_name ""IGLV1-44""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211651,IGLV1-44,IG_V_gene,0.2908870377276998,0.29065409816531756,581
22,havana,gene,22395018,22395489,.,+,.,"gene_id ""ENSG00000211652""; gene_version ""2""; gene_name ""IGLV7-43""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211652,IGLV7-43,IG_V_gene,0.2912430588741368,0.2910070743495836,471
22,havana,gene,22397032,22397524,.,+,.,"gene_id ""ENSG00000254175""; gene_version ""1""; gene_name ""IGLVI-42""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000254175,IGLVI-42,IG_V_pseudogene,0.2912933694683639,0.2910578667788709,492
22,havana,gene,22398849,22398999,.,+,.,"gene_id ""ENSG00000254073""; gene_version ""1""; gene_name ""IGLVVII-41-1""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000254073,IGLVVII-41-1,IG_V_pseudogene,0.2913387589170782,0.29109468193031995,150
22,havana,gene,22404207,22404721,.,+,.,"gene_id ""ENSG00000253818""; gene_version ""1""; gene_name ""IGLV1-41""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000253818,IGLV1-41,IG_V_pseudogene,0.2914726040828521,0.2912374997585176,514
22,havana,gene,22409766,22410282,.,+,.,"gene_id ""ENSG00000211653""; gene_version ""2""; gene_name ""IGLV1-40""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211653,IGLV1-40,IG_V_gene,0.2916114703158751,0.29137629911933666,516
22,havana,gene,22420326,22421310,.,+,.,"gene_id ""ENSG00000224144""; gene_version ""1""; gene_name ""ASH2LP1""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000224144,ASH2LP1,processed_pseudogene,0.2918752636997072,0.29165155165505197,984
22,havana,gene,22425821,22426314,.,+,.,"gene_id ""ENSG00000253889""; gene_version ""1""; gene_name ""IGLVI-38""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000253889,IGLVI-38,IG_V_pseudogene,0.2920125311849494,0.2917764486163069,493
22,havana,gene,22427540,22428035,.,+,.,"gene_id ""ENSG00000211654""; gene_version ""2""; gene_name ""IGLV5-37""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211654,IGLV5-37,IG_V_gene,0.29205547255112435,0.2918194037862349,495
22,havana,gene,22431958,22432465,.,+,.,"gene_id ""ENSG00000211655""; gene_version ""3""; gene_name ""IGLV1-36""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211655,IGLV1-36,IG_V_gene,0.2921658361088677,0.2919299740377056,507
22,havana,gene,22446686,22448336,.,+,.,"gene_id ""ENSG00000230821""; gene_version ""1""; gene_name ""AC245291.2""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000230821,AC245291.2,processed_pseudogene,0.2925337479419245,0.29232610506729734,1650
22,havana,gene,22450202,22450652,.,+,.,"gene_id ""ENSG00000253631""; gene_version ""1""; gene_name ""IGLV7-35""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000253631,IGLV7-35,IG_V_pseudogene,0.29262157914813225,0.2923839110949285,450
22,havana,gene,22465659,22465986,.,+,.,"gene_id ""ENSG00000226595""; gene_version ""1""; gene_name ""AC245291.1""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000226595,AC245291.1,unprocessed_pseudogene,0.2930077017176297,0.29276663891345034,327
22,ensembl_havana,gene,22484421,22509154,.,-,.,"gene_id ""ENSG00000275004""; gene_version ""3""; gene_name ""ZNF280B""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000275004,ZNF280B,protein_coding,0.293476384621745,0.2938440873593842,24733
22,ensembl_havana,gene,22513736,22520270,.,-,.,"gene_id ""ENSG00000169548""; gene_version ""3""; gene_name ""ZNF280A""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000169548,ZNF280A,protein_coding,0.29420868604665396,0.29412153632447413,6534
22,ensembl_havana,gene,22547701,22559361,.,-,.,"gene_id ""ENSG00000185686""; gene_version ""17""; gene_name ""PRAME""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000185686,PRAME,protein_coding,0.2950571464900117,0.29509722519586035,11660
22,havana,gene,22559343,22566602,.,+,.,"gene_id ""ENSG00000220891""; gene_version ""1""; gene_name ""LL22NC03-63E9.3""; gene_source ""havana""; gene_biotype ""antisense_RNA"";",ENSG00000220891,LL22NC03-63E9.3,antisense_RNA,0.295347968703513,0.2952779563901943,7259
22,havana,gene,22580014,22580296,.,+,.,"gene_id ""ENSG00000253120""; gene_version ""1""; gene_name ""IGLV2-34""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000253120,IGLV2-34,IG_V_pseudogene,0.29586433925627753,0.2956197507521897,282
22,havana,gene,22588155,22588688,.,+,.,"gene_id ""ENSG00000211656""; gene_version ""3""; gene_name ""IGLV2-33""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211656,IGLV2-33,IG_V_gene,0.29606770497008217,0.29582921024436626,533
22,havana,gene,22594528,22595056,.,+,.,"gene_id ""ENSG00000211657""; gene_version ""3""; gene_name ""IGLV3-32""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211657,IGLV3-32,IG_V_gene,0.29622690527644224,0.2959881518609273,528
22,havana,gene,22604445,22605165,.,+,.,"gene_id ""ENSG00000253920""; gene_version ""1""; gene_name ""IGLV3-31""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000253920,IGLV3-31,IG_V_pseudogene,0.2964746362411641,0.296240466685333,720
22,havana,gene,22618572,22619163,.,+,.,"gene_id ""ENSG00000253329""; gene_version ""1""; gene_name ""IGLV3-30""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000253329,IGLV3-30,IG_V_pseudogene,0.2968275348333418,0.2965898487124406,591
22,havana,gene,22630065,22636153,.,+,.,"gene_id ""ENSG00000215456""; gene_version ""6""; gene_name ""BCRP4""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000215456,BCRP4,unprocessed_pseudogene,0.2971146349621659,0.2970139093382842,6088
22,havana,gene,22639177,22644473,.,-,.,"gene_id ""ENSG00000183169""; gene_version ""6""; gene_name ""POM121L1P""; gene_source ""havana""; gene_biotype ""transcribed_unprocessed_pseudogene"";",ENSG00000183169,POM121L1P,transcribed_unprocessed_pseudogene,0.2973422566774574,0.2972215717518816,5296
22,ensembl_havana,gene,22644475,22647903,.,+,.,"gene_id ""ENSG00000100121""; gene_version ""12""; gene_name ""GGTLC2""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000100121,GGTLC2,protein_coding,0.2974746030171868,0.297307182578641,3428
22,havana,gene,22661299,22661542,.,+,.,"gene_id ""ENSG00000253338""; gene_version ""1""; gene_name ""IGLV3-29""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000253338,IGLV3-29,IG_V_pseudogene,0.29789487384006474,0.2976476041722773,243
22,havana,gene,22664473,22664907,.,+,.,"gene_id ""ENSG00000253451""; gene_version ""1""; gene_name ""IGLV2-28""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000253451,IGLV2-28,IG_V_pseudogene,0.2979741617378189,0.29773159263643056,434
22,havana,gene,22668288,22668806,.,+,.,"gene_id ""ENSG00000211658""; gene_version ""2""; gene_name ""IGLV3-27""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211658,IGLV3-27,IG_V_gene,0.298069462093815,0.29782890943337964,518
22,havana,gene,22673152,22673602,.,+,.,"gene_id ""ENSG00000253913""; gene_version ""1""; gene_name ""IGLV3-26""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000253913,IGLV3-26,IG_V_pseudogene,0.2981909669251559,0.29794861483429463,450
22,havana,gene,22679097,22679345,.,+,.,"gene_id ""ENSG00000253779""; gene_version ""1""; gene_name ""IGLVVI-25-1""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000253779,IGLVVI-25-1,IG_V_pseudogene,0.2983394756057318,0.2980919568104112,248
22,havana,gene,22686726,22687271,.,+,.,"gene_id ""ENSG00000211659""; gene_version ""2""; gene_name ""IGLV3-25""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211659,IGLV3-25,IG_V_gene,0.29853005133729005,0.2982897852106723,545
22,havana,gene,22689831,22689978,.,+,.,"gene_id ""ENSG00000232350""; gene_version ""1""; gene_name ""AC244250.2""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000232350,AC244250.2,unprocessed_pseudogene,0.29860761558509297,0.2983573503733655,147
22,havana,gene,22692778,22693312,.,-,.,"gene_id ""ENSG00000223999""; gene_version ""1""; gene_name ""AC244250.1""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000223999,AC244250.1,lincRNA,0.29868123292431203,0.2984405650953527,534
22,havana,gene,22694439,22694952,.,+,.,"gene_id ""ENSG00000253822""; gene_version ""1""; gene_name ""IGLV3-24""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000253822,IGLV3-24,IG_V_pseudogene,0.29872272542531064,0.29848149855187917,513
22,havana,gene,22697789,22698407,.,+,.,"gene_id ""ENSG00000211660""; gene_version ""3""; gene_name ""IGLV2-23""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211660,IGLV2-23,IG_V_gene,0.2988064098794619,0.2985677333642564,618
22,havana,gene,22700760,22700970,.,+,.,"gene_id ""ENSG00000253546""; gene_version ""1""; gene_name ""IGLVVI-22-1""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000253546,IGLVVI-22-1,IG_V_pseudogene,0.29888062674909877,0.29863170436979125,210
22,havana,gene,22704265,22704822,.,+,.,"gene_id ""ENSG00000211661""; gene_version ""2""; gene_name ""IGLV3-22""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211661,IGLV3-22,IG_V_gene,0.2989681831705317,0.29872784807377883,557
22,havana,gene,22711689,22713203,.,+,.,"gene_id ""ENSG00000211662""; gene_version ""2""; gene_name ""IGLV3-21""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211662,IGLV3-21,IG_V_gene,0.29915363791310456,0.2989370330122836,1514
22,havana,gene,22715290,22715419,.,+,.,"gene_id ""ENSG00000254240""; gene_version ""1""; gene_name ""IGLVI-20""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000254240,IGLVI-20,IG_V_pseudogene,0.2992435924562087,0.29899234309744366,129
22,havana,gene,22720623,22721145,.,+,.,"gene_id ""ENSG00000211663""; gene_version ""2""; gene_name ""IGLV3-19""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211663,IGLV3-19,IG_V_gene,0.2993768131111307,0.29913526076334007,522
22,havana,gene,22730725,22731090,.,-,.,"gene_id ""ENSG00000278667""; gene_version ""1""; gene_name ""AC244250.3""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000278667,AC244250.3,processed_pseudogene,0.2996291654561565,0.29938348224209316,365
22,havana,gene,22734607,22735089,.,+,.,"gene_id ""ENSG00000211664""; gene_version ""3""; gene_name ""IGLV2-18""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211664,IGLV2-18,IG_V_gene,0.29972613950123567,0.2994832949815133,482
22,havana,gene,22738944,22739187,.,+,.,"gene_id ""ENSG00000253152""; gene_version ""1""; gene_name ""IGLV3-17""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000253152,IGLV3-17,IG_V_pseudogene,0.299834479643819,0.2995855787039799,243
22,havana,gene,22747383,22747921,.,+,.,"gene_id ""ENSG00000211665""; gene_version ""3""; gene_name ""IGLV3-16""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211665,IGLV3-16,IG_V_gene,0.300045289526978,0.29980357431940763,538
22,havana,gene,22755554,22755797,.,+,.,"gene_id ""ENSG00000253786""; gene_version ""1""; gene_name ""IGLV3-15""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000253786,IGLV3-15,IG_V_pseudogene,0.3002494046538049,0.3000001547484332,243
22,havana,gene,22758700,22759218,.,+,.,"gene_id ""ENSG00000211666""; gene_version ""2""; gene_name ""IGLV2-14""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211666,IGLV2-14,IG_V_gene,0.3003279930994049,0.30008554094037027,518
22,havana,gene,22762294,22762516,.,+,.,"gene_id ""ENSG00000253590""; gene_version ""1""; gene_name ""IGLV3-13""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000253590,IGLV3-13,IG_V_pseudogene,0.30041777277947046,0.30016785712306787,222
22,havana,gene,22771824,22772582,.,+,.,"gene_id ""ENSG00000211667""; gene_version ""3""; gene_name ""IGLV3-12""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211667,IGLV3-12,IG_V_gene,0.30065583631620535,0.300419098692211,758
22,havana,gene,22774529,22774691,.,+,.,"gene_id ""ENSG00000231392""; gene_version ""1""; gene_name ""AC244157.1""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000231392,AC244157.1,unprocessed_pseudogene,0.30072340839037826,0.30047173811892697,162
22,havana,gene,22785643,22787268,.,-,.,"gene_id ""ENSG00000275772""; gene_version ""1""; gene_name ""AC244157.2""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000275772,AC244157.2,processed_pseudogene,0.3010010409346879,0.30078565280351993,1625
22,havana,gene,22792491,22793007,.,+,.,"gene_id ""ENSG00000211668""; gene_version ""2""; gene_name ""IGLV2-11""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211668,IGLV2-11,IG_V_gene,0.30117210694723356,0.30092889494193764,516
22,havana,gene,22803076,22803360,.,+,.,"gene_id ""ENSG00000274381""; gene_version ""1""; gene_name ""AC245028.3""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000274381,AC245028.3,unprocessed_pseudogene,0.3014365248419176,0.30118729986597287,284
22,havana,gene,22811747,22812281,.,+,.,"gene_id ""ENSG00000211669""; gene_version ""3""; gene_name ""IGLV3-10""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211669,IGLV3-10,IG_V_gene,0.301653130185782,0.30140996289382166,534
22,havana,gene,22814671,22814926,.,+,.,"gene_id ""ENSG00000226477""; gene_version ""1""; gene_name ""AC245028.1""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000226477,AC245028.1,unprocessed_pseudogene,0.3017261729750173,0.30147598057218283,255
22,havana,gene,22819010,22819756,.,+,.,"gene_id ""ENSG00000211670""; gene_version ""2""; gene_name ""IGLV3-9""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211670,IGLV3-9,IG_V_gene,0.3018345630784688,0.301596534593538,746
22,havana,gene,22822658,22823289,.,+,.,"gene_id ""ENSG00000278196""; gene_version ""3""; gene_name ""IGLV2-8""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000278196,IGLV2-8,IG_V_gene,0.3019256917019744,0.30168471624104276,631
22,mirbase,gene,22822776,22822871,.,+,.,"gene_id ""ENSG00000284049""; gene_version ""1""; gene_name ""MIR650""; gene_source ""mirbase""; gene_biotype ""miRNA"";",ENSG00000284049,MIR650,miRNA,0.30192863939319525,0.30167428320151346,95
22,havana,gene,22834865,22835117,.,+,.,"gene_id ""ENSG00000237127""; gene_version ""1""; gene_name ""AC245028.2""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000237127,AC245028.2,unprocessed_pseudogene,0.3022306278607281,0.30197993631652703,252
22,havana,gene,22838602,22838872,.,+,.,"gene_id ""ENSG00000254077""; gene_version ""1""; gene_name ""IGLV3-7""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000254077,IGLV3-7,IG_V_pseudogene,0.3023239797428664,0.30207365895631766,270
22,havana,gene,22850375,22850624,.,+,.,"gene_id ""ENSG00000253448""; gene_version ""1""; gene_name ""IGLV3-6""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000253448,IGLV3-6,IG_V_pseudogene,0.3026180743932315,0.3023669821155239,249
22,havana,gene,22856762,22857038,.,+,.,"gene_id ""ENSG00000253234""; gene_version ""1""; gene_name ""IGLV2-5""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000253234,IGLV2-5,IG_V_pseudogene,0.3027776244256686,0.30252707186562167,276
22,havana,gene,22858025,22858268,.,+,.,"gene_id ""ENSG00000226420""; gene_version ""1""; gene_name ""IGLV3-4""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000226420,IGLV3-4,IG_V_pseudogene,0.30280917471390534,0.3025577719580165,243
22,havana,gene,22871507,22872035,.,+,.,"gene_id ""ENSG00000211672""; gene_version ""2""; gene_name ""IGLV4-3""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211672,IGLV4-3,IG_V_gene,0.30314596092610463,0.3029013883580158,528
22,havana,gene,22873212,22873440,.,+,.,"gene_id ""ENSG00000253963""; gene_version ""1""; gene_name ""IGLV3-2""; gene_source ""havana""; gene_biotype ""IG_V_pseudogene"";",ENSG00000253963,IGLV3-2,IG_V_pseudogene,0.30318855256620253,0.30293645634973504,228
22,havana,gene,22880706,22881396,.,+,.,"gene_id ""ENSG00000211673""; gene_version ""2""; gene_name ""IGLV3-1""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211673,IGLV3-1,IG_V_gene,0.30337575593916066,0.3031350335327375,690
22,mirbase,gene,22886267,22886379,.,+,.,"gene_id ""ENSG00000264824""; gene_version ""1""; gene_name ""MIR5571""; gene_source ""mirbase""; gene_biotype ""miRNA"";",ENSG00000264824,MIR5571,miRNA,0.3035146721330518,0.3032594063460735,112
22,ensembl_havana,gene,22887780,22896107,.,+,.,"gene_id ""ENSG00000254709""; gene_version ""7""; gene_name ""IGLL5""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000254709,IGLL5,protein_coding,0.3035524675298073,0.30350221162966423,8327
22,havana,gene,22893692,22893818,.,+,.,"gene_id ""ENSG00000211674""; gene_version ""2""; gene_name ""IGLJ1""; gene_source ""havana""; gene_biotype ""IG_J_gene"";",ENSG00000211674,IGLJ1,IG_J_gene,0.30370015185605875,0.30344507950650024,126
22,havana,gene,22895375,22895834,.,+,.,"gene_id ""ENSG00000211675""; gene_version ""2""; gene_name ""IGLC1""; gene_source ""havana""; gene_biotype ""IG_C_gene"";",ENSG00000211675,IGLC1,IG_C_gene,0.303742193926607,0.3034953977067181,459
22,havana,gene,22899481,22899655,.,+,.,"gene_id ""ENSG00000211676""; gene_version ""2""; gene_name ""IGLJ2""; gene_source ""havana""; gene_biotype ""IG_J_gene"";",ENSG00000211676,IGLJ2,IG_J_gene,0.303844763588919,0.30359076766853965,174
22,havana,gene,22900976,22901437,.,+,.,"gene_id ""ENSG00000211677""; gene_version ""2""; gene_name ""IGLC2""; gene_source ""havana""; gene_biotype ""IG_C_gene"";",ENSG00000211677,IGLC2,IG_C_gene,0.30388210933786114,0.30363524536337505,461
22,havana,gene,22904850,22905025,.,+,.,"gene_id ""ENSG00000211678""; gene_version ""2""; gene_name ""IGLJ3""; gene_source ""havana""; gene_biotype ""IG_J_gene"";",ENSG00000211678,IGLJ3,IG_J_gene,0.3039788835394677,0.3037247997792389,175
22,havana,gene,22906342,22906803,.,+,.,"gene_id ""ENSG00000211679""; gene_version ""2""; gene_name ""IGLC3""; gene_source ""havana""; gene_biotype ""IG_C_gene"";",ENSG00000211679,IGLC3,IG_C_gene,0.3040161543471076,0.30376917763637545,461
22,havana,gene,22910574,22910606,.,+,.,"gene_id ""ENSG00000211680""; gene_version ""2""; gene_name ""IGLJ4""; gene_source ""havana""; gene_biotype ""IG_J_gene"";",ENSG00000211680,IGLJ4,IG_J_gene,0.3041218715441131,0.3038640983285522,32
22,havana,gene,22910828,22911075,.,+,.,"gene_id ""ENSG00000254029""; gene_version ""1""; gene_name ""IGLC4""; gene_source ""havana""; gene_biotype ""IG_C_pseudogene"";",ENSG00000254029,IGLC4,IG_C_pseudogene,0.3041282165743681,0.3038758042987417,247
