seqname,source,feature,start,end,score,strand,frame,attribute,gene_id,gene_name,gene_biotype,start_norm,end_norm,length
22,havana,gene,10939388,10961338,.,-,.,"gene_id ""ENSG00000283047""; gene_version ""1""; gene_name ""CU459211.1""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000283047,CU459211.1,unprocessed_pseudogene,0.005076448871421459,0.005617243328383214,21950
22,havana,gene,21341595,21345258,.,+,.,"gene_id ""ENSG00000232771""; gene_version ""2""; gene_name ""PPP1R26P5""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000232771,PPP1R26P5,processed_pseudogene,0.2649280950695368,0.2647939127756962,3663
22,havana,gene,21354563,21355763,.,+,.,"gene_id ""ENSG00000279920""; gene_version ""1""; gene_name ""LINC01651""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000279920,LINC01651,lincRNA,0.2652520413386215,0.26505611153228753,1200
22,havana,gene,21370064,21371945,.,+,.,"gene_id ""ENSG00000226534""; gene_version ""1""; gene_name ""AP000552.2""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000226534,AP000552.2,processed_pseudogene,0.26563926304721824,0.26546000494296446,1881
22,ensembl_havana,gene,21383374,21389478,.,+,.,"gene_id ""ENSG00000274600""; gene_version ""1""; gene_name ""RIMBP3B""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000274600,RIMBP3B,protein_coding,0.26597175262475664,0.26589761853642624,6104
22,ensembl_havana,gene,21417404,21451463,.,+,.,"gene_id ""ENSG00000169635""; gene_version ""9""; gene_name ""HIC2""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000169635,HIC2,protein_coding,0.26682183679632926,0.2674447284771511,34059
22,ensembl_havana,gene,21466423,21471269,.,+,.,"gene_id ""ENSG00000206140""; gene_version ""10""; gene_name ""TMEM191C""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000206140,TMEM191C,protein_coding,0.26804635269425225,0.2679390748429815,4846
22,ensembl_havana,gene,21473000,21517533,.,-,.,"gene_id ""ENSG00000183506""; gene_version ""17""; gene_name ""PI4KAP2""; gene_source ""ensembl_havana""; gene_biotype ""transcribed_unprocessed_pseudogene"";",ENSG00000183506,PI4KAP2,transcribed_unprocessed_pseudogene,0.2682106490091636,0.2690937976678213,44533
22,ensembl_havana,gene,21545357,21551461,.,-,.,"gene_id ""ENSG00000183246""; gene_version ""6""; gene_name ""RIMBP3C""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000183246,RIMBP3C,protein_coding,0.2700181582775291,0.2699406210294235,6104
22,ensembl_havana,gene,21549447,21624034,.,+,.,"gene_id ""ENSG00000185651""; gene_version ""14""; gene_name ""UBE2L3""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000185651,UBE2L3,protein_coding,0.2701203282528959,0.27175200135899075,74587
22,ensembl_havana,gene,21628089,21630064,.,-,.,"gene_id ""ENSG00000161179""; gene_version ""13""; gene_name ""YDJC""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000161179,YDJC,protein_coding,0.2720848395494229,0.2719025066899994,1975
22,ensembl_havana,gene,21632716,21637327,.,+,.,"gene_id ""ENSG00000161180""; gene_version ""10""; gene_name ""CCDC116""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000161180,CCDC116,protein_coding,0.27220042401788797,0.27208378699167696,4611
22,ensembl_havana,gene,21642261,21644298,.,+,.,"gene_id ""ENSG00000128228""; gene_version ""4""; gene_name ""SDF2L1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000128228,SDF2L1,protein_coding,0.27243886226113395,0.27225777914133886,2037
22,havana,gene,21652270,21670237,.,+,.,"gene_id ""ENSG00000207751""; gene_version ""3""; gene_name ""MIR130B""; gene_source ""havana""; gene_biotype ""processed_transcript"";",ENSG00000207751,MIR130B,processed_transcript,0.2726888914257907,0.2729052016589232,17967
22,havana,gene,21657811,21661021,.,+,.,"gene_id ""ENSG00000284630""; gene_version ""1""; gene_name ""AP000553.4""; gene_source ""havana""; gene_biotype ""transcribed_unitary_pseudogene"";",ENSG00000284630,AP000553.4,transcribed_unitary_pseudogene,0.27282730801100036,0.2726751756007846,3210
22,ensembl_havana,gene,21666009,21700015,.,+,.,"gene_id ""ENSG00000100023""; gene_version ""18""; gene_name ""PPIL2""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000100023,PPIL2,protein_coding,0.27303209760954733,0.27364844340797384,34006
22,ensembl_havana,gene,21697544,21735834,.,-,.,"gene_id ""ENSG00000100027""; gene_version ""14""; gene_name ""YPEL1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000100027,YPEL1,protein_coding,0.2738198555981028,0.27454246504170493,38290
22,ensembl_havana,gene,21754500,21867680,.,-,.,"gene_id ""ENSG00000100030""; gene_version ""14""; gene_name ""MAPK1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000100030,MAPK1,protein_coding,0.2752426412012791,0.2778332653521802,113180
22,ensembl_havana,gene,21919420,21952837,.,-,.,"gene_id ""ENSG00000100034""; gene_version ""13""; gene_name ""PPM1F""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000100034,PPM1F,protein_coding,0.2793624143889299,0.27995873508231345,33417
22,havana,gene,21938293,21977632,.,+,.,"gene_id ""ENSG00000224086""; gene_version ""5""; gene_name ""AC245452.1""; gene_source ""havana""; gene_biotype ""antisense_RNA"";",ENSG00000224086,AC245452.1,antisense_RNA,0.27983387012122757,0.2805776040180281,39339
22,ensembl_havana,gene,21957025,21982816,.,-,.,"gene_id ""ENSG00000100038""; gene_version ""19""; gene_name ""TOP3B""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000100038,TOP3B,protein_coding,0.28030180361232065,0.28070699367573104,25791
22,havana,gene,21991099,22043934,.,-,.,"gene_id ""ENSG00000197549""; gene_version ""9""; gene_name ""PRAMENP""; gene_source ""havana""; gene_biotype ""transcribed_unprocessed_pseudogene"";",ENSG00000197549,PRAMENP,transcribed_unprocessed_pseudogene,0.28115298692299256,0.28223246379523126,52835
22,havana,gene,22036344,22040065,.,+,.,"gene_id ""ENSG00000278657""; gene_version ""1""; gene_name ""AC245452.5""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000278657,AC245452.5,lincRNA,0.28228322666271644,0.2821358957810236,3721
22,ensembl_havana,gene,22038643,22215270,.,+,.,"gene_id ""ENSG00000211642""; gene_version ""3""; gene_name ""IGLV10-54""; gene_source ""ensembl_havana""; gene_biotype ""IG_V_gene"";",ENSG00000211642,IGLV10-54,IG_V_gene,0.2823406566806549,0.28650891178755256,176627
22,havana,gene,22103219,22104857,.,+,.,"gene_id ""ENSG00000225741""; gene_version ""1""; gene_name ""AC245517.1""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000225741,AC245517.1,unprocessed_pseudogene,0.2839537931914828,0.2837530668269128,1638
22,havana,gene,22114844,22118005,.,-,.,"gene_id ""ENSG00000263366""; gene_version ""2""; gene_name ""ABHD17AP5""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000263366,ABHD17AP5,processed_pseudogene,0.28424419073760476,0.28408123334301594,3161
22,havana,gene,22223187,22224566,.,-,.,"gene_id ""ENSG00000228050""; gene_version ""1""; gene_name ""TOP3BP1""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000228050,TOP3BP1,processed_pseudogene,0.28695064590659364,0.28674093459966804,1379
22,havana,gene,22228719,22230469,.,-,.,"gene_id ""ENSG00000234726""; gene_version ""1""; gene_name ""AC245060.3""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000234726,AC245060.3,processed_pseudogene,0.2870888376678966,0.28688827008373835,1750
22,havana,gene,22264601,22273020,.,+,.,"gene_id ""ENSG00000279278""; gene_version ""1""; gene_name ""AC245060.6""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000279278,AC245060.6,lincRNA,0.28798518560337616,0.28795031856462544,8419
22,havana,gene,22283928,22287220,.,-,.,"gene_id ""ENSG00000274422""; gene_version ""1""; gene_name ""AC245060.5""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000274422,AC245060.5,lincRNA,0.2884679824527439,0.2883047423955247,3292
22,havana,gene,22293733,22294794,.,+,.,"gene_id ""ENSG00000234630""; gene_version ""1""; gene_name ""AC245060.2""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000234630,AC245060.2,lincRNA,0.2887129156088494,0.2884937850782875,1061
22,havana,gene,22303224,22310401,.,+,.,"gene_id ""ENSG00000272779""; gene_version ""1""; gene_name ""AC245060.4""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000272779,AC245060.4,unprocessed_pseudogene,0.2889500049086553,0.2888833268197555,7177
22,havana,gene,22339573,22341214,.,+,.,"gene_id ""ENSG00000225724""; gene_version ""1""; gene_name ""ASH2LP3""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000225724,ASH2LP3,unprocessed_pseudogene,0.28985801870684785,0.28965240157338223,1641
22,havana,gene,22366210,22367770,.,+,.,"gene_id ""ENSG00000237428""; gene_version ""1""; gene_name ""ASH2LP2""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000237428,ASH2LP2,processed_pseudogene,0.2905234225293039,0.29031522405601334,1560
22,havana,gene,22446686,22448336,.,+,.,"gene_id ""ENSG00000230821""; gene_version ""1""; gene_name ""AC245291.2""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000230821,AC245291.2,processed_pseudogene,0.2925337479419245,0.29232610506729734,1650
22,ensembl_havana,gene,22484421,22509154,.,-,.,"gene_id ""ENSG00000275004""; gene_version ""3""; gene_name ""ZNF280B""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000275004,ZNF280B,protein_coding,0.293476384621745,0.2938440873593842,24733
22,ensembl_havana,gene,22513736,22520270,.,-,.,"gene_id ""ENSG00000169548""; gene_version ""3""; gene_name ""ZNF280A""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000169548,ZNF280A,protein_coding,0.29420868604665396,0.29412153632447413,6534
22,ensembl_havana,gene,22547701,22559361,.,-,.,"gene_id ""ENSG00000185686""; gene_version ""17""; gene_name ""PRAME""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000185686,PRAME,protein_coding,0.2950571464900117,0.29509722519586035,11660
22,havana,gene,22559343,22566602,.,+,.,"gene_id ""ENSG00000220891""; gene_version ""1""; gene_name ""LL22NC03-63E9.3""; gene_source ""havana""; gene_biotype ""antisense_RNA"";",ENSG00000220891,LL22NC03-63E9.3,antisense_RNA,0.295347968703513,0.2952779563901943,7259
22,havana,gene,22630065,22636153,.,+,.,"gene_id ""ENSG00000215456""; gene_version ""6""; gene_name ""BCRP4""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000215456,BCRP4,unprocessed_pseudogene,0.2971146349621659,0.2970139093382842,6088
22,havana,gene,22639177,22644473,.,-,.,"gene_id ""ENSG00000183169""; gene_version ""6""; gene_name ""POM121L1P""; gene_source ""havana""; gene_biotype ""transcribed_unprocessed_pseudogene"";",ENSG00000183169,POM121L1P,transcribed_unprocessed_pseudogene,0.2973422566774574,0.2972215717518816,5296
22,ensembl_havana,gene,22644475,22647903,.,+,.,"gene_id ""ENSG00000100121""; gene_version ""12""; gene_name ""GGTLC2""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000100121,GGTLC2,protein_coding,0.2974746030171868,0.297307182578641,3428
22,havana,gene,22711689,22713203,.,+,.,"gene_id ""ENSG00000211662""; gene_version ""2""; gene_name ""IGLV3-21""; gene_source ""havana""; gene_biotype ""IG_V_gene"";",ENSG00000211662,IGLV3-21,IG_V_gene,0.29915363791310456,0.2989370330122836,1514
22,havana,gene,22785643,22787268,.,-,.,"gene_id ""ENSG00000275772""; gene_version ""1""; gene_name ""AC244157.2""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000275772,AC244157.2,processed_pseudogene,0.3010010409346879,0.30078565280351993,1625
22,ensembl_havana,gene,22887780,22896107,.,+,.,"gene_id ""ENSG00000254709""; gene_version ""7""; gene_name ""IGLL5""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000254709,IGLL5,protein_coding,0.3035524675298073,0.30350221162966423,8327
22,havana,gene,22990690,23008356,.,+,.,"gene_id ""ENSG00000223679""; gene_version ""1""; gene_name ""AC245054.1""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000223679,AC245054.1,unprocessed_pseudogene,0.3061232040004666,0.3063038820940738,17666
22,ensembl_havana,gene,23059415,23145021,.,-,.,"gene_id ""ENSG00000100218""; gene_version ""11""; gene_name ""RSPH14""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000100218,RSPH14,protein_coding,0.3078399843322717,0.3097149618722324,85606
22,ensembl_havana,gene,23070361,23125037,.,+,.,"gene_id ""ENSG00000128266""; gene_version ""8""; gene_name ""GNAZ""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000128266,GNAZ,protein_coding,0.30811342016365684,0.3092161727288034,54676
22,ensembl_havana,gene,23145326,23164350,.,+,.,"gene_id ""ENSG00000100228""; gene_version ""12""; gene_name ""RAB36""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000100228,RAB36,protein_coding,0.30998607840409,0.3101974025924755,19024
22,ensembl_havana,gene,23179704,23318037,.,+,.,"gene_id ""ENSG00000186716""; gene_version ""20""; gene_name ""BCR""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000186716,BCR,protein_coding,0.3108448557667207,0.3140333416980685,138333
22,havana,gene,23262767,23265005,.,+,.,"gene_id ""ENSG00000230701""; gene_version ""2""; gene_name ""FBXW4P1""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000230701,FBXW4P1,processed_pseudogene,0.3129198055622933,0.31270969348678324,2238
22,havana,gene,23326616,23328493,.,+,.,"gene_id ""ENSG00000236611""; gene_version ""1""; gene_name ""LINC02556""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000236611,LINC02556,lincRNA,0.3145147812975487,0.314294317442849,1877
22,havana,gene,23359603,23387731,.,-,.,"gene_id ""ENSG00000215478""; gene_version ""8""; gene_name ""CES5AP1""; gene_source ""havana""; gene_biotype ""transcribed_unprocessed_pseudogene"";",ENSG00000215478,CES5AP1,transcribed_unprocessed_pseudogene,0.31533881087638105,0.3157728638438922,28128
22,havana,gene,23390606,23402726,.,-,.,"gene_id ""ENSG00000133519""; gene_version ""12""; gene_name ""ZDHHC8P1""; gene_source ""havana""; gene_biotype ""transcribed_unprocessed_pseudogene"";",ENSG00000133519,ZDHHC8P1,transcribed_unprocessed_pseudogene,0.3161132792740086,0.3161471304174369,12120
22,havana,gene,23392771,23393839,.,+,.,"gene_id ""ENSG00000248409""; gene_version ""1""; gene_name ""AP000344.2""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000248409,AP000344.2,unprocessed_pseudogene,0.31616736191378103,0.3159253160100283,1068
22,havana,gene,23433564,23435071,.,+,.,"gene_id ""ENSG00000234928""; gene_version ""1""; gene_name ""LINC01659""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000234928,LINC01659,lincRNA,0.31718638876100297,0.31695444300972125,1507
22,havana,gene,23446598,23460833,.,+,.,"gene_id ""ENSG00000227755""; gene_version ""1""; gene_name ""AP000344.1""; gene_source ""havana""; gene_biotype ""transcribed_processed_pseudogene"";",ENSG00000227755,AP000344.1,transcribed_processed_pseudogene,0.3175119837387366,0.3175974477091317,14235
22,ensembl_havana,gene,23462086,23486980,.,-,.,"gene_id ""ENSG00000178248""; gene_version ""11""; gene_name ""LINC01658""; gene_source ""ensembl_havana""; gene_biotype ""lincRNA"";",ENSG00000178248,LINC01658,lincRNA,0.3178988807016904,0.3182500617870559,24894
22,havana,gene,23512494,23513602,.,-,.,"gene_id ""ENSG00000225413""; gene_version ""2""; gene_name ""LINC02557""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000225413,LINC02557,lincRNA,0.31915809442254356,0.3189145315917179,1108
22,havana,gene,23536881,23547797,.,+,.,"gene_id ""ENSG00000280623""; gene_version ""1""; gene_name ""PCAT14""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000280623,PCAT14,lincRNA,0.31976729226833084,0.319768019119718,10916
22,havana,gene,23567064,23573507,.,+,.,"gene_id ""ENSG00000224277""; gene_version ""5""; gene_name ""AP000345.1""; gene_source ""havana""; gene_biotype ""antisense_RNA"";",ENSG00000224277,AP000345.1,antisense_RNA,0.3205212767100169,0.32040972592904343,6443
22,ensembl_havana,gene,23573125,23580308,.,-,.,"gene_id ""ENSG00000128322""; gene_version ""6""; gene_name ""IGLL1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000128322,IGLL1,protein_coding,0.32067268312094555,0.32057947497650446,7183
22,havana,gene,23580880,23583859,.,-,.,"gene_id ""ENSG00000272733""; gene_version ""1""; gene_name ""AP000345.2""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000272733,AP000345.2,lincRNA,0.3208664063871972,0.32066810589365397,2979
22,havana,gene,23607041,23608407,.,+,.,"gene_id ""ENSG00000278655""; gene_version ""1""; gene_name ""AP000346.4""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000278655,AP000346.4,unprocessed_pseudogene,0.3215199195230336,0.32128080985146495,1366
22,ensembl_havana,gene,23608452,23632321,.,-,.,"gene_id ""ENSG00000189269""; gene_version ""12""; gene_name ""DRICH1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000189269,DRICH1,protein_coding,0.32155516691551345,0.321877689534009,23869
22,havana,gene,23630618,23638941,.,-,.,"gene_id ""ENSG00000211683""; gene_version ""3""; gene_name ""AP000346.1""; gene_source ""havana""; gene_biotype ""processed_transcript"";",ENSG00000211683,AP000346.1,processed_transcript,0.3221088832172201,0.3220429209255973,8323
22,havana,gene,23638487,23717356,.,-,.,"gene_id ""ENSG00000228315""; gene_version ""11""; gene_name ""GUSBP11""; gene_source ""havana""; gene_biotype ""processed_transcript"";",ENSG00000228315,GUSBP11,processed_transcript,0.32230545425295637,0.3240001142143275,78869
22,havana,gene,23638492,23640762,.,-,.,"gene_id ""ENSG00000234353""; gene_version ""2""; gene_name ""AP000346.2""; gene_source ""havana""; gene_biotype ""transcribed_unprocessed_pseudogene"";",ENSG00000234353,AP000346.2,transcribed_unprocessed_pseudogene,0.32230557915512675,0.32208837203799645,2270
22,havana,gene,23649213,23653334,.,-,.,"gene_id ""ENSG00000244723""; gene_version ""3""; gene_name ""ASLP1""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000244723,ASLP1,unprocessed_pseudogene,0.3225733943888449,0.3224021619254659,4121
22,havana,gene,23652860,23717347,.,-,.,"gene_id ""ENSG00000273000""; gene_version ""5""; gene_name ""AP000347.2""; gene_source ""havana""; gene_biotype ""processed_transcript"";",ENSG00000273000,AP000347.2,processed_transcript,0.3226644980319165,0.3239998895795051,64487
22,ensembl_havana,gene,23658094,23717356,.,-,.,"gene_id ""ENSG00000272578""; gene_version ""5""; gene_name ""AP000347.1""; gene_source ""ensembl_havana""; gene_biotype ""transcribed_unprocessed_pseudogene"";",ENSG00000272578,AP000347.1,transcribed_unprocessed_pseudogene,0.32279524562386513,0.3240001142143275,59262
22,ensembl_havana,gene,23688136,23699176,.,+,.,"gene_id ""ENSG00000159496""; gene_version ""14""; gene_name ""RGL4""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000159496,RGL4,protein_coding,0.3235457078243466,0.3235463518730775,11040
22,ensembl_havana,gene,23738678,23751092,.,-,.,"gene_id ""ENSG00000187792""; gene_version ""4""; gene_name ""ZNF70""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000187792,ZNF70,protein_coding,0.3248082689233658,0.3248421453663851,12414
22,ensembl_havana,gene,23752743,23754468,.,-,.,"gene_id ""ENSG00000128218""; gene_version ""7""; gene_name ""VPREB3""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000128218,VPREB3,protein_coding,0.3251596187286308,0.3249264083842102,1725
22,ensembl_havana,gene,23763021,23765861,.,+,.,"gene_id ""ENSG00000169314""; gene_version ""14""; gene_name ""C22orf15""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000169314,C22orf15,protein_coding,0.32541636763005377,0.3252107711099451,2840
22,ensembl_havana,gene,23765834,23768443,.,-,.,"gene_id ""ENSG00000250479""; gene_version ""8""; gene_name ""CHCHD10""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000250479,CHCHD10,protein_coding,0.32548663759110674,0.3252752163445495,2609
22,ensembl_havana,gene,23768226,23784316,.,+,.,"gene_id ""ENSG00000099953""; gene_version ""9""; gene_name ""MMP11""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000099953,MMP11,protein_coding,0.32554639078941416,0.32567139729299066,16090
22,ensembl_havana,gene,23786963,23834516,.,+,.,"gene_id ""ENSG00000099956""; gene_version ""18""; gene_name ""SMARCB1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000099956,SMARCB1,protein_coding,0.3260144491826777,0.3269243604134938,47553
22,ensembl_havana,gene,23834503,23839128,.,-,.,"gene_id ""ENSG00000099958""; gene_version ""14""; gene_name ""DERL3""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000099958,DERL3,protein_coding,0.3272020190186037,0.32703947328026195,4625
22,ensembl_havana,gene,23856703,23886309,.,+,.,"gene_id ""ENSG00000133460""; gene_version ""19""; gene_name ""SLC2A11""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000133460,SLC2A11,protein_coding,0.3277565846550689,0.32821708389756193,29606
22,havana,gene,23862188,23895223,.,+,.,"gene_id ""ENSG00000251357""; gene_version ""4""; gene_name ""AP000350.4""; gene_source ""havana""; gene_biotype ""protein_coding"";",ENSG00000251357,AP000350.4,protein_coding,0.32789360233597037,0.3284395722094377,33035
22,havana,gene,23865248,23873277,.,-,.,"gene_id ""ENSG00000279467""; gene_version ""1""; gene_name ""AP000350.7""; gene_source ""havana""; gene_biotype ""antisense_RNA"";",ENSG00000279467,AP000350.7,antisense_RNA,0.3279700424642399,0.32789181267472534,8029
22,ensembl_havana,gene,23894004,23895227,.,+,.,"gene_id ""ENSG00000240972""; gene_version ""1""; gene_name ""MIF""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000240972,MIF,protein_coding,0.3286883798265009,0.3284396720471366,1223
22,havana,gene,23894426,23898930,.,-,.,"gene_id ""ENSG00000218537""; gene_version ""1""; gene_name ""MIF-AS1""; gene_source ""havana""; gene_biotype ""antisense_RNA"";",ENSG00000218537,MIF-AS1,antisense_RNA,0.32869892156968056,0.3285320967968422,4504
22,havana,gene,23901432,23907068,.,-,.,"gene_id ""ENSG00000273295""; gene_version ""1""; gene_name ""AP000350.6""; gene_source ""havana""; gene_biotype ""lincRNA"";",ENSG00000273295,AP000350.6,lincRNA,0.3288739344908101,0.3287352165951421,5636
22,havana,gene,23926900,23929574,.,+,.,"gene_id ""ENSG00000225282""; gene_version ""1""; gene_name ""AP000350.2""; gene_source ""havana""; gene_biotype ""processed_pseudogene"";",ENSG00000225282,AP000350.2,processed_pseudogene,0.32951013618583247,0.32929695340769277,2674
22,havana,gene,23939998,23942798,.,+,.,"gene_id ""ENSG00000206090""; gene_version ""4""; gene_name ""AP000350.1""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000206090,AP000350.1,unprocessed_pseudogene,0.32983732991134695,0.32962701684007395,2800
22,havana,gene,23949918,23954042,.,+,.,"gene_id ""ENSG00000231271""; gene_version ""1""; gene_name ""AP000350.3""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000231271,AP000350.3,unprocessed_pseudogene,0.33008513581737103,0.3299076606115269,4124
22,ensembl_havana,gene,23957414,23961186,.,-,.,"gene_id ""ENSG00000133433""; gene_version ""10""; gene_name ""GSTT2B""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000133433,GSTT2B,protein_coding,0.33027238915119733,0.3300859707416638,3772
22,ensembl_havana,gene,23966901,23972532,.,+,.,"gene_id ""ENSG00000099974""; gene_version ""7""; gene_name ""DDTL""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000099974,DDTL,protein_coding,0.33050937852926693,0.3303691603744373,5631
22,ensembl_havana,gene,23971365,23980469,.,-,.,"gene_id ""ENSG00000099977""; gene_version ""13""; gene_name ""DDT""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000099977,DDT,protein_coding,0.3306208911869778,0.3305672633283702,9104
22,ensembl_havana,gene,23980058,23983915,.,+,.,"gene_id ""ENSG00000099984""; gene_version ""11""; gene_name ""GSTT2""; gene_source ""ensembl_havana""; gene_biotype ""polymorphic_pseudogene"";",ENSG00000099984,GSTT2,polymorphic_pseudogene,0.33083804610039186,0.3306532735059251,3857
22,havana,gene,23987320,23991421,.,-,.,"gene_id ""ENSG00000224205""; gene_version ""1""; gene_name ""AC253536.1""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000224205,AC253536.1,unprocessed_pseudogene,0.3310194540126446,0.3308406189478075,4101
22,havana,gene,23998401,24005453,.,-,.,"gene_id ""ENSG00000276950""; gene_version ""5""; gene_name ""GSTTP1""; gene_source ""havana""; gene_biotype ""protein_coding"";",ENSG00000276950,GSTTP1,protein_coding,0.3312962622026298,0.33119084959535533,7052
22,havana,gene,24006305,24008258,.,-,.,"gene_id ""ENSG00000235689""; gene_version ""1""; gene_name ""AC253536.4""; gene_source ""havana""; gene_biotype ""unprocessed_pseudogene"";",ENSG00000235689,AC253536.4,unprocessed_pseudogene,0.33149370755355867,0.3312608607816703,1953
22,ensembl_havana,gene,24011192,24178628,.,+,.,"gene_id ""ENSG00000099991""; gene_version ""17""; gene_name ""CABIN1""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000099991,CABIN1,protein_coding,0.33161578693488325,0.3355131979697205,167436
22,havana,gene,24101689,24103354,.,+,.,"gene_id ""ENSG00000232545""; gene_version ""1""; gene_name ""AC253536.3""; gene_source ""havana""; gene_biotype ""sense_intronic"";",ENSG00000232545,AC253536.3,sense_intronic,0.3338764412773695,0.3336344022340083,1665
22,ensembl_havana,gene,24181259,24189110,.,+,.,"gene_id ""ENSG00000099994""; gene_version ""10""; gene_name ""SUSD2""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000099994,SUSD2,protein_coding,0.3358641344167181,0.3357748226595435,7851
22,ensembl_havana,gene,24219654,24245142,.,-,.,"gene_id ""ENSG00000099998""; gene_version ""17""; gene_name ""GGT5""; gene_source ""ensembl_havana""; gene_biotype ""protein_coding"";",ENSG00000099998,GGT5,protein_coding,0.33682325818302816,0.3371733491449625,25488
